etag,videoId,publishedAt,channelId,title,description,channelTitle,publishTime
olxO5QLv3VkoIt3xL-rSeT-lGCE,NLoVJeE8e1U,2020-02-27T05:00:05Z,UCg8W4atNk6mduXTi8xVv7uA,Give It A Try [Official Video] DJ Funsize + Pat Ross,,DJ Funsize,2020-02-27T05:00:05Z
wlbmIF2MtwSjyN3uXqEvHOyPxJk,ciYdo2thtng,2012-02-08T13:14:52Z,UCpDJl2EmP7Oh90Vylx0dZtA,Claudia feat. Fatman Scoop - Just A Little Bit (Official Video) [HD],The Spinnin' Records YouTube channel is the home for all music videos of the world's leading dance record label! We feature the latest music videos by ...,Spinnin' Records,2012-02-08T13:14:52Z
AG9zsTtIUDckbhXlBmT23ahnJlE,Rlr9jAeEtKg,2019-07-13T15:07:21Z,UCXOxSlZPDVEfJWPJr0VVaIg,Callum Russell &amp; Ryan Swain - I&#39;m a DJ (Official Music Video),"Hi there and welcome. This is the official music video for my 2nd collaboration with Ryan Swain, it is one of our bangers that we play out live, it features the ...",Callum Russell Music,2019-07-13T15:07:21Z
62DAVXzM_wSeZB5Llxxx1dqD8ak,kDb-YoZxEWo,2016-11-25T15:12:58Z,UCOgEvaxVBcYdFzHfDj08jQA,Tony Vegas &amp; A. Portsmouth - Soul Mates (Official Video),"Lyrics: verse I woke up early this morning, and you were here you'd made it from my dreams into my being, like two young lovebirds, in a private cloud, just two ...",Seal Island Records,2016-11-25T15:12:58Z
Ap7r_B37Re0_6I8lQcEa8Ukcpb0,V1vBjmyWraY,2019-12-20T16:00:11Z,UC6Tc944P-F77cP6inp-u_lA,You&#39;re A Star (feat. Ashtøn Chase) - Official Video [4K],"With our new song we created a motivational story. We want to motivate every individual person, no matter which color, gender or whatever - everybody is a star ...",Greenice 🎵,2019-12-20T16:00:11Z
JcXMhAdp3zkqFMu_urTMz3foFhY,cJV0of0RRSc,2019-05-30T07:40:46Z,UCrkdrgXvtEAIrN9a9uId5XA,DeeJay Michiel Ft. A-Day - Baby (Remix) (Official Music Video),"DeeJay Michiel Ft. A-Day - Baby (Remix) (Official Music Video) To purchase or stream go to https://song.link/i/1460585708 Produced by: DeeJay Michiel, Michiel ...",Michiel Bosmans,2019-05-30T07:40:46Z
U7SMqiA4R3mGGus1jOaVp3ZOoFo,uzKZLkNFyAs,2019-11-16T00:20:30Z,UCDwJbGVth2JWOH5kxAEBEEA,Rafa - This Is Not A Dream (Official Music Video) #TINAD #DjRafa,This video is not recommended for people under 16 years old. Cette vidéo est déconseillé aux personnes de moins de 16 ans.,DJ Rafa,2019-11-16T00:20:30Z
0uAux7EVua9OVUHwGUr4OvaWf2k,nHcckylxGd8,2020-02-04T16:25:27Z,UC_lG1f5kdgC6lGJyPa1TtHg,Happyslug -Vengeance Has A Name - Official Video,Vengeance Has a Name by Happyslug. Official Video. Animation by MBJ. Enjoy the slug action.,MBJ Animation,2020-02-04T16:25:27Z
2eShJk5OIAOh-JNYq61_mue2dJA,RwBldii10HA,2019-05-24T16:27:45Z,UCrH759LrYXQ_WNjT92gr6mQ,A-Dre - Tell Me (Official Video),Performed By: Andres Ruano (A-Dre) Written By: Andres Ruano (A-Dre) Video Production: 2C Studios Model: Matty Tavares.,A-Dre,2019-05-24T16:27:45Z
BCyR5d0d5icAe7BO_NViZ1YEYIA,h46LjwujXPU,2019-09-24T14:14:02Z,UCYS02UiLIptUqjO_rUXlQhg,RuRi-A - 徒花イナモラメント［Official Video］,RuRi-A「徒花イナモラメント - Adabana Innamoramento」 Follow RuRi-A : ✖ Twitter : https://www.twitter.com/RuRiAjp ✖ Instagram ...,RuRi-A,2019-09-24T14:14:02Z
ugiotw-1YmzY1-W39uQCbFr6D90,zDz1ubtXtyQ,2018-10-10T19:00:06Z,UCgIRXSFeLFYgpN9E6R2JC_w,Discoholic - Stuck in a Trance (ft. Matthew Clanton) (Official Music Video),"a Twitch streamer was paid $3 to dance to a song he's never heard before. what follows is unedited footage. thank you Senpai_Andre for donating, and ...",Discoholic,2018-10-10T19:00:06Z
S_ZVSYmTOpzMVrivvxVybG0WavQ,KaEi-g_gyr0,2017-03-10T08:43:54Z,UCOgEvaxVBcYdFzHfDj08jQA,Tony Vegas &amp; A. Portsmouth - Miracle (Official Video),"Lyrics: verse 1 ain't it obvious to you, seems impossible to me, now that love is on the line, I'm your angel by design, lead-in I'm watching and waiting I'm thinking ...",Seal Island Records,2017-03-10T08:43:54Z
zaOhEEp8irGGgTGtwegLCleAGCU,Zwb2X_BXEyU,2011-06-15T09:33:13Z,UCZXu1UvVJm_wEBswtKrFLNA,Tocadisco feat. Lennart A. Salomon - Alright (OFFICIAL VIDEO),"Roman de Garcez, Dj e producer di fama internazionale meglio conosciuto sotto il nome di Tocadisco, esce con il suo nuovo singolo ""Alright"". In questa traccia ...",JE | Just Entertainment,2011-06-15T09:33:13Z
xaMpeOpclv37IndVpBiNvp56vTk,g-8jdisDVQo,2018-08-24T15:00:10Z,UCzKmaMbgXm4TnxUpttlX3ew,9 Milliz - Like A Cadaver (Official Video),"Noize Junky is a Belgian brand which was erected by Mark with a K to house all things Jump, Tek and Freestyle.",Noize Junky,2018-08-24T15:00:10Z
D6PIJukiwkQCMJZ_O7G-pvHMV4s,hQBToFnY0po,2015-08-08T20:52:59Z,UCHopYcwnhk-Pl6uqQkx4XPw,Punkture - Front Page News (Specimen A Mix) [Official Video],Punkture Website: www.punkturelife.com Punkture Twitter: www.twitter.com/IvoryPunkture Blaaammm!! Front Page News is the second release from Ivory's ...,Let's Go! Recordings,2015-08-08T20:52:59Z
KMudKPk8ZcsG13zar8G2rd9W9fs,Br3W_kaWxAo,2014-10-14T22:21:48Z,UCS6R2iiAJ1FvEYl4B3zmljw,Sampology - &quot;Shine a Light&quot; ft. Daniel Merriweather (Official Video),Video Director: Jesse Vogelaar (Quiet Heights) Video Producer: Richard Helder ___ THUMP is the world's newest authority on electronic everything: ...,THUMP,2014-10-14T22:21:48Z
O4Bnh_B_TKIcGi2YhzjjT9dJL-I,WkwdgLBIb-A,2016-08-09T07:56:04Z,UCSAifSJBf2rQ0e8xm4OGybg,Zenith &amp; VEGA - Have A Little Faith (Official Music Video),"***** Hailing from San Francisco, USA, VEGA is a Beatport charting Electro & Bass House producer with releases on Ensis Recordings, HyperBlast Records, ...",DJ VEGA,2016-08-09T07:56:04Z
0WNGpzb7-jJ2zJKaj18CrhJ_tRI,sVtfLEDlri4,2018-09-14T07:22:17Z,UCMloqkrnKtQvWKn-dZrKEyQ,Paapi Swami - Raju On A Tank (Official Music Video),Worldwide Official Release ! Showcasing a story through sound and animation - it is fascinating but also disturbing. Grab your copy here ...,Paapi Swami,2018-09-14T07:22:17Z
5oG9shAs4jS-rbw_BzMcfgYx7X8,zp96gK9rudo,2018-11-24T08:53:48Z,UC99q10Lx4DAsDpRaWGw9hRA,Skrillex | Diplo &amp; A$AP Rocky - Earthquake(Official video),Skrillex|diplo|asap rocky - Earthquake.,World Wide,2018-11-24T08:53:48Z
9AAxpUv3QUHabyqyNPD-aUFO-EQ,drhanT5Vyj4,2019-04-12T01:14:04Z,UCOgEvaxVBcYdFzHfDj08jQA,Tony Vegas &amp; A. Portsmouth - Super Special (Official Video),"Lyrics: you walk in the room, I cannot help but stare, and comment politely, on the clothes you wear, you're under my skin, put my head in a spin, won't you look ...",Seal Island Records,2019-04-12T01:14:04Z
Wn1gATAaUcB5iqxQJgWxBu-2ey0,ChxhtsMOX08,2020-11-12T23:00:13Z,UC5SDSjBh2nTYdy5beAs7IOA,Cocopuffs - Sealed with a Kiss (Official Video),Our 3rd release is here! '' Sealed with a Kiss'' Please let us know what you think. Follow and listen to more of our music on social media Instagram: ...,Cocopuffs,2020-11-12T23:00:13Z
Y7k80ZGP4jY5-x2mzgRlfDXez7M,AWYYQoFn_Ok,2018-10-26T08:13:17Z,UC58bXsj9y1hm4giXvnEeEXQ,Jamaster A -I&#39;m So Fly (Official Video)! Out Now in iTunes / Spotify / Amazon / KKBox!,"Official Video!《Jamaster A -I'm So Fly》Launch By US Trap Label ""Ninety9Live""!Out Now in iTunes / Spotify / Amazon / KKBox!",Jamaster A,2018-10-26T08:13:17Z
zODpoiZI7mtj0ZoKTPG94WBbMOw,632C2dLUSGU,2020-03-26T20:36:32Z,UC_lG1f5kdgC6lGJyPa1TtHg,Happyslug - Think Like A Slug - Official Video,Think Like A Slug By Happyslug. Animation by MBJ. Mild flicker warning for people prone to seizures. Download track from Bandcamp FOR FREE at ...,MBJ Animation,2020-03-26T20:36:32Z
gqiNkS_KimShPi2IuOoIYxOcvbs,QmHu1tcQA4o,2020-01-31T22:29:12Z,UCYGQTVUZutWWKqLtK1sJ6Og,John Swihart -  Not A Goodbye (Official Music Video),Track 7 from Swihart Waves 1.0 Grief Social Media Website: https://www.johnswihart.com/ Twitter: https://twitter.com/JohnSwihart Facebook: ...,John Swihart,2020-01-31T22:29:12Z
vsGwKgWcmHHAG1AYL_8q_0wEJEs,6os940BuXGQ,2020-10-23T18:00:10Z,UCW8cuxjOzio14_PmfdEn9Yw,RAE x Jimmy Danger - I Don&#39;t Give A... (Official Music Video),One more to close it down today! The legends RAE and Jimmy Danger are here with a brand new music video called ''I Don't Give A...''. I Don't Give A... was ...,BASS ENTITY,2020-10-23T18:00:10Z
EGFQvyRKjR1IM-N7prtbqw7ONbc,XL_D_JH2ijo,2016-09-29T21:41:35Z,UC0d-Xb2ADzSySESxwS7MLZA,Tara McDonald - I Need A Miracle (Official Music Video) (HD) (HQ),Agréganos totalmente gratis a Spotify aquí: https://goo.gl/EXhg3u FACEBOOK: https://goo.gl/31nI7b TWITTER: https://goo.gl/8eWJEK.,maslabelvideo,2016-09-29T21:41:35Z
OH8XT6gkvFXAMos7ExEPM97_Vus,PzbJdkoiOcU,2017-10-06T21:41:42Z,UCOgEvaxVBcYdFzHfDj08jQA,Tony Vegas &amp; A. Portsmouth - Caught You Dreamin&#39; (Official Video),"Lyrics: intro: eye-to-eye so shy eye-to-eye, too shy verse 1: and as we start, feeling the beat remote control, down to our feet nobody cares, what we're sayin' its ...",Seal Island Records,2017-10-06T21:41:42Z
FJcPvrmg1mDOVhRbJdNa3fqNfl4,5JTQR1MTxL0,2016-10-06T16:02:23Z,UCrpLkMAAVermww0JiOqh-oA,A-Trak &amp; Tommy Trash - Lose My Mind [OFFICIAL VIDEO],"A-Trak and Tommy Trash face off (literally) in the animated new ""Lose My Mind"" video. The duo's hypnotic, distorted disco jam gets an appropriately loopy clip ...",Fool's Gold Records,2016-10-06T16:02:23Z
bDaV-hOr-7Lflm1QRnWF6vpXm4s,QzCIotJ9T_Q,2018-10-07T16:11:26Z,UC2mo9pGOoElAbArRTuBPV7Q,Francesco - A New Day (Official Video),"""A New Day © - Original music under copyright""",Francesco,2018-10-07T16:11:26Z
ORKDBXPiJAY3xg_Sm4T2oLFh0YU,rAtHnuPcCwY,2021-04-29T19:23:53Z,UCQh7kcpn0WZ2y2-VYAycasA,bovo - This Is Just a Dream (Official Video),"Track 2 of the ""Corner of My Mind Ep"" Spotify https://open.spotify.com/artist/09rbw6wamCpm6ofgf9Yh7e?si=7GV-wUgcTKukEdmnpW8Pfw Soundcloud ...",BOVO MUSIC,2021-04-29T19:23:53Z
02nqb3MCvJXieGGQuuMmi9D75p8,RzfOvx9H9hU,2011-12-15T13:14:07Z,UCar4T5vC6Qh4I36cW48g2Dg,Alycia Stefano - Vamos a la Fiesta (Official Video HD),Alycia Stefano - Vamos a la Fiesta VIDEO: Réalisée par Kanzallah Mohamed pour Majestic Records Download links: ITUNES: http://bit.ly/tLYGjA AMAZON: ...,FuturePlay,2011-12-15T13:14:07Z
MSMpJXHZNlINYidOJh6258_zVWs,qWta8TlsiR0,2016-05-04T09:17:30Z,UChEzgc8o4xmWCYwjsrZ3wOg,TARA MCDONALD - I need a miracle [Official video],Stream more DIY music here: https://spoti.fi/2QNaOon Follow DO IT YOURSELF: http://smarturl.it/FollowDIY.,DO IT YOURSELF,2016-05-04T09:17:30Z
rSL1RlE5A1zYECyqGI1j3MBNZZ0,51dBJG5j55g,2019-05-19T17:10:57Z,UCx2mh_GdQS6EY4cX18OFprw,Daddy&#39;s Groove - Been A Long Time (David Puentez Remix) [Official Video],"Famed Italian DJ/producer act Daddy's Groove returns with its new single 'Been A Long Time', released on Oliver Heldens' label Heldeep. Daddy's Groove ...",Deejay Imad Music,2019-05-19T17:10:57Z
p7kbFaSSKgPYjallSbtmOr4-2zU,1R9v0btQbxc,2019-03-22T21:02:50Z,UCvk98FW6smPuZeR8qy7p2Cw,You crossed a line - Woody Manda (Official Music Video),I would love feedback in the comments below. Support me by subscribing and liking. Share this video: https://youtu.be/1R9v0btQbxc My other Music: ...,Wout Van Opdenbosch,2019-03-22T21:02:50Z
JGEYTpLsMRJ7025Tao5iu7oHbGs,5MZkBpCddno,2019-08-25T19:07:52Z,UCYbp-5uQigKddCtTqSmYF_g,Pichuscute - A World I Once Knew (Official Music Video),-Pichuscute.,Pichuscute,2019-08-25T19:07:52Z
X4H61q1w6ZWx0nNX5GGsQzu35OM,2_GXEl5aSaU,2013-06-04T18:27:38Z,UCMTr2kVW3P5SfrruJ-oOsvA,Matteo Marini ft Nuthin Under a Million_Take Me Away (Official Video),"2013 is gonna be a huge year for Adaptor Recordings, so many massive releases are coming out and one of them is right here! Matteo Marini's productions ...",adaptorrecordings,2013-06-04T18:27:38Z
TLlyWCcx7KXD0ng-65yLGx1loco,yv4b43bsbRc,2020-07-07T13:55:49Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Tom Novy feat. Bella - Vamos a la Playa (Official Video HD),"Stream & Download: https://ktr.lnk.to/TNftBella-VamosalaPlayaYo ▻ Follow Kontor Records Spotify, Apple Music & Co: https://kontor.lnk.to/TopOfTheClubsYo ...",Kontor.TV,2020-07-07T13:55:49Z
WJUf4aTw8ecUCWw6FbBkcITmBYg,BWdQFglDOlU,2016-07-15T16:08:00Z,UC2dRgDzWQAlQLSiGpXe1P-g,Tara McDonald - I Need A Miracle (Official Video),Vidisco nas redes: Facebook: https://www.facebook.com/vidisco Twitter: https://twitter.com/VidiscoSA Instagram:https://instagram.com/vidiscosa SoundCloud: ...,Vidisco,2016-07-15T16:08:00Z
Nx8kazuR6ORZu0S8OsEfjsY5-Wg,cRa2u0gXkiM,2020-08-09T13:00:09Z,UC_MsAEyTYUBfxp9j1XwMhMw,"DJ Triple A IT,  Jonny D - Que Viva La Fiesta (Official Video)","Blanco y Negro Music is the leading dance music record company in Spain, welcome to the official YouTube home page for non stop dance!! Blanco y Negro ...",Blanco y Negro Music,2020-08-09T13:00:09Z
HpfuwciehK1wPBHU1APEIf5HvQ4,TEWt9inc_gw,2020-09-06T09:16:23Z,UCNKyEQqRjnbRPgcJGdJPTfw,Level - A Dubstep Song // OFFICIAL MUSIC VIDEO,"Hi guys, it's ya boi, chips ahoy. This is another music video and it is a dubstep (it's in the title so yea), anyways hope you guys enjoyed, please like and subscribe ...",Fusion - Music,2020-09-06T09:16:23Z
w5m2Nz7MPygtAdscwZhJ0xTEJbA,fgLYCF3nDP4,2016-04-12T23:10:05Z,UCg7mUYxjWWFZ-4p7oZBA0IA,Next November - A Classic Loop [Official Video],Shot with a One Plus One's front camera.,Next November Official,2016-04-12T23:10:05Z
Ux8mAszUPyIeu19DQUX4Y9FSxvA,F1F9qomYvLk,2021-01-11T01:27:19Z,UCYRji1y7MucFZborr6_7AHA,Bryceton Alan Bond  - A Trillion/Biiitch (Official Music Video),New Singles From Bryceton Alan Bond. I dropped an album a month in 2020 I'm dropping a single a week in 2021.,Bryce Bond,2021-01-11T01:27:19Z
ZNJpemr9UTgW62fikp6WcmKddiE,qfF8CX7OvL4,2019-06-05T16:45:38Z,UCt8hUmML7zjM6effdZ3Ip5A,Psyko Punkz - Life Is A Game (ft. Adosa &amp; Mongoose) (Official Video),"Psyko Punkz - Life Is A Game ""Life is what you make, so take it, don't fake it. Just look at life and say that it's amazing!"". Brand new Hardstyle.",Dirty Workz,2019-06-05T16:45:38Z
QX-632eKPUnkMWY6NDq6Nx7SiWU,VGxz6qHyszI,2010-05-17T09:59:45Z,UCprhX_G7Ksas92zvcOKObEA,Remady ft Manu L - Give Me A Sign (Official Video),"Découvrez le tube de REMADY - Give me a Sign - 1# Swiss Dance Charts. With his single ""NO Superstar"" REMADY achieved his absolute break through in ...",Happy Music,2010-05-17T09:59:45Z
QiDXlYv3mzElpb5cJMBJHIB4vU4,nvDJ3YTNu2A,2020-05-30T03:39:21Z,UCpSvaozmEs05G6c0iSm2Hag,Tucker William - Alone On A Friday Night | Official Music Video,"""Alone On A Friday Night"" Shot and Edited by Joshua Leonard @JLEOMEDIA Produced by Einar Eriksen Kvaløy Written and Performed by Tucker William ...",Tucker William,2020-05-30T03:39:21Z
6OgrlBdIIXHEKGMNXm9uWHGB888,EqlXxYUDhzE,2020-12-02T05:00:10Z,UCgQTZKgbJjsEVVZjH1AdCgw,Martin Trevy - I Found a Way (Official Video),"I Found A Way nació después de superar un momento difícil en mi vida, una tarde me senté en el piano y surgió la melodía principal, luego comencé a escribir ...",Martin Trevy,2020-12-02T05:00:10Z
ZhGgNF5lmuAJhU6DtmIEywphsHs,_cg0O7RngSY,2021-01-29T21:08:40Z,UCITEHJe23c3z1zKu-vy3Buw,Dirrrty Dirk - Organ Seduction (Like A Moving Train) - Official Video,Dirrrty Dirk is back with a slick groovy remix of his 2003-track Organ Seduction. This one follows up the collaboration with Sir-G under the alias You & I (with the ...,Beau Monde Music,2021-01-29T21:08:40Z
w8zdmNYHwuhbwYtcCbi_lYb3UqE,tn5jcygDgQ8,2016-08-26T07:00:02Z,UCnwZTNAJcY1s0ApZkDbaYHw,Klaas feat. Lorela – Hungover by a Dream (Official Video),"Copyright protected work. (p) 2016 by Planet Punk Music - Alle Rechte vorbehalten / All rights reserved. Only for watching, listening and streaming. Downloading ...",You Love Dance.TV,2016-08-26T07:00:02Z
ntmuMqXrHewmJNlvmXjLtv7Ed44,8c5wFUS_ftQ,2014-03-16T17:47:37Z,UC5EuZ9KTUygJH5dUp1xd7xw,Thane - Love is a Drug (Official Video),"Official video for ""Love is a Drug"". Video production and editing by Dusko Jocic. Music by Thane and Joe De Simone of Sub Level Music. Featuring Melanie ...",Thane Music,2014-03-16T17:47:37Z
sYUGocFhIengIrK4VIjHoPABELQ,rsPAG1gQJ9I,2014-12-18T13:42:20Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Jerome &amp; Lotus feat. A Rose Jackson - Give Me Wings (Official Video HD),"Directed by Ole Schell Follow Jerome http://fb.com/artistjerome ▻ Follow #Kontor Records Spotify, Apple Music & Co: https://kontor.lnk.to/TopOfTheClubsYo ...",Kontor.TV,2014-12-18T13:42:20Z
ffpZSrZC0H48uLwy5O93TOkIuaE,suxrIpFZOGk,2013-03-08T10:32:14Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Wankelmut &amp; Emma-Louise - My Head is a Jungle (Official Video HD),Get it on iTunes: https://itunes.apple.com/de/album/my-head-is-a-jungle-radio-edit/id633513890?i=633514315&uo=6&at=1l3vb52&ct= ▻ Follow #Kontor ...,Kontor.TV,2013-03-08T10:32:14Z
89t75MG9GHANybnODdveVAtEuZ0,8Np0vwOb8Dc,2021-01-14T15:27:25Z,UC6Xm9j1TotMCMr2c-Xuc-uw,PVG x ItzAlex - Fort-A (Official Music Video),© ℗ 2021 ItzAlex & PVG This track is not free to use.,Plants VS Games,2021-01-14T15:27:25Z
XCiMxW1dr9Hoveloqdd4xapc0E4,m850F1ZiWyo,2014-06-12T17:48:15Z,UCRJJYxiNgURh2LA7yUtbiWg,Mike Vale feat. Stella Mercury - Don&#39;t Give A Damn (Official Video),Just don't give a damn... Available on iTunes: http://www.smarturl.it/STEALTH140 Directed by: Mattan Cohen Produced by: Austin Simons Connect with Mike ...,Mike Vale,2014-06-12T17:48:15Z
MFyRvhbx8sq2bZQdaATOeI9_5BI,MqQcgFCadjM,2019-09-07T21:21:56Z,UCCrC_cImA1gromiUX-mESIA,DNZF623 // QUE &amp; RKAY - A THOUSAND MILES (Official Video DNZ Records),Label: DNZ Records - Style: Melbourne Bounce - Produced by: Que & Rkay Exclusive on Juno Download: ...,dnzrecords,2019-09-07T21:21:56Z
z47BYZt-MtQiX6jh9iglsEvM4bw,YQJZ9DvXepc,2018-09-29T00:04:14Z,UCVTmjPYpD8dsrZ8JYFhpYXg,A.SLIM - S O M O ( Official Music Video ),"A.Slim, 19 year old DJ/producer born and raised in Tunisia. Got introduced to world ground. Mixing: A.Slim Mastering: A.Slim Producer : A.SLIM Production : AS ...",ASlim Music,2018-09-29T00:04:14Z
Faw1azy6jYOJfCY1rza9wohBrRI,hVyvk44RB_s,2020-04-23T22:00:10Z,UCT9L9gWxLGrFxDAOo7snDXQ,Sofic Feat Manny XO - Catch A Feeling (Official Video),"""Catch a Feeling"" es el nuevo single de Sofic también conocida como Sofia Cristo. Después de ""My Heart"" vuelve con aire fresco y renovado con un nuevo track ...",Sofic Sofia Cristo,2020-04-23T22:00:10Z
UVdLEIF82lgYDbWJoGAGbmLAfMQ,Jaha10-onPE,2013-03-12T09:52:32Z,UCQYLzinJiumJLvKuQs0_7Xg,WANKELMUT &amp; EMMA LOUISE - My Head Is A Jungle (Official Video),"In January 2012 Asaf Avidan randomly came to know from Facebook the existence of a remix of his ""One Day / Reckoning Song"" that was having a huge ...",EGO TV,2013-03-12T09:52:32Z
a8HL7h_9PTKcXRscV2ZGg5AcUEc,_Tj780xXO0s,2013-06-13T16:12:02Z,UCrpLkMAAVermww0JiOqh-oA,A-Trak - &quot;JUMBO&quot; feat. Galantis (Official Video),"DJ hero, dance music trailblazer, French Canadian heartbreaker... you see the hat, you know it's A-Trak! He's been hard at work cooking up new music just for ...",Fool's Gold Records,2013-06-13T16:12:02Z
k6P8K1dfKT2jYYOwXV1o2Aj2Wxs,DAOEWQogmc4,2018-10-16T14:49:38Z,UCKrx96ZxJ4ujDnvbx6e8zGA,Derek Wolf feat. Anežka Fojtáchová - Give Me a Break (Official Music Video) prod. Vaclav Noid Barta,Producentsky projet Vaclava Noida Barty - Derek Wolf feat. Anežka Fojtáchová - Give Me a Break (Official Music Video) ...,Derek Wolf Official,2018-10-16T14:49:38Z
5tTG8rJiA1UDZu3v-jWG4n7CMUA,qLAP4-lEGsk,2017-07-04T05:10:41Z,UC1qFE3flMVva9PXCrr99Avg,Ninda Felina ft. Teza Sumendra - THIS IS A LOVE SONG (OFFICIAL VIDEO),"Ninda Felina performing her second single 'This Is A Love Song' featuring Teza Sumendra. Published on July 4, 2017 Composed, Lyrics & Produced : Ninda ...",nindafelinaOFFICIAL,2017-07-04T05:10:41Z
wZuQo33GWmlZkqqau3QxvPDuOCo,RNetGlpisC4,2018-11-17T17:50:36Z,UCs_f775F2p-C_scqWlC0p4A,Saras ft. Ca.rr.a - You&#39;re Not Mine [Official Video] (Explicit),"My new song and the second music video featuring Ca.rr.a, hope you'll like it! :) Saras ft. Ca.rr.a - You're Not Mine [Official Video] (Explicit) Artist : Saras ft. Ca.rr.a ...",Saras_MTM,2018-11-17T17:50:36Z
-hqf2xO6DiEqLl2QIWIC1tvbWtI,W9G3NFHOFcc,2021-03-07T06:12:46Z,UCmJe27gWrI_wtkv1aB0Q5PA,DJ Tissue - Do You Want A Vaccine? (Official Video) (Dmn Records),DJ Tissue - Do You Want A Vaccine? Release Date: 19.02.2021 Get it here: http://bit.ly/2Ov5MNa DJ Tissue on Social Media: Spotify: ...,Dmn Records Germany,2021-03-07T06:12:46Z
pH4nQ_aVllDqs8qe4NgCzo6ZeoM,4IVZfanOFAw,2017-11-29T16:12:32Z,UC_aDryIw5ooPQvrkL941KDQ,Gama ft FK - Like A Chupito (Official Video),"Firstplanet is the official gateway to the Media Records galaxy, a real docking label on which you can land uploading your tracks and become a temporary ...",Firstplanet,2017-11-29T16:12:32Z
Disyw8VPXfdjAdOpKyeMWkvedlU,2LRiw3Zp_Aw,2020-04-17T15:00:10Z,UCAp7wVsjIq5xZbn8AwkthHg,4k4 - In a midnight dream (Official Video),Listen Here: https://spinnup.link/323026-the-rock-party.,4K4,2020-04-17T15:00:10Z
lkrX2HYhQBpuDUY-rJ-2fGsK6LU,qCKexkNJ3nY,2019-02-13T15:37:27Z,UCrotc2A3A0KZJEvSovEkrVQ,Stisema - One In A Million (feat. Sander Nijbroek) (Official Music Video),"Hi guys! I am so proud to finally give you my ever first music video. This track has a deep meaning to me, as it was written for my girlfriend. The story behind this ...",STISEMA,2019-02-13T15:37:27Z
olPUArltjPXdr5xC_NlYQhhZiRY,uAb0pX7Q9hY,2020-10-17T12:00:21Z,UC9LdDN96tLtlPNQS61YipQA,CODICE A SBARRE - SCHIUMA PARTY (OFFICIAL VIDEO),"CODICE A SBARRE - SCHIUMA PARTY (OFFICIAL VIDEO) Ascolta su Spotify, Apple Music, Deezer : https://backl.ink/143064934 Segui su Instagram: ...",Codice A Sbarre,2020-10-17T12:00:21Z
lgtHdXmSgNCaXgrLX24ra0ft1G8,J7ghxEgMxX8,2021-05-06T17:00:16Z,UCt8hUmML7zjM6effdZ3Ip5A,Sub Zero Project - A New Beginning (Official Video),Sub Zero Project - A New Beginning (Chapter II) - Official Hardstyle Video Clip https://DirtyWorkz.lnk.to/ANewBeginning ◉ Subscribe to Dirty Workz: ...,Dirty Workz,2021-05-06T17:00:16Z
Z7nTgV3sWSp0crMEoN4Wao9gwsM,CfRX2APX-Y8,2017-09-07T16:26:15Z,UCuTAtNA7toQeCIhf2oGw4vA,Tropic Nightz - A Special Kinda Crazy [Official Music Video],Tropic Nightz - A Special Kinda Crazy [Music Video] Video Directed by Chris Weston & Produced by Tropic Nightz Follow Tropic Nightz: Instagram: ...,Tropic Nightz,2017-09-07T16:26:15Z
7fD-vXJSUVXrPiyjHNPV-vmoSEw,Wbbvyb4DPNo,2019-10-23T18:33:03Z,UCCrC_cImA1gromiUX-mESIA,DNZF661 // QUE &amp; RKAY - GOD IS A DANCER (Official Video DNZ Records),Label: DNZ Records - Style: Melbourne Bounce - Produced by: Que & Rkay Exclusive on Juno Download: ...,dnzrecords,2019-10-23T18:33:03Z
Uor13jMS2Tjq0wQchn0DCmasrP8,iAbIlHKUs8o,2021-06-14T18:30:09Z,UCrVdlvMGfioH82APrN2hHLA,Ansick - Love Is A Game (Official Music Video),Releasing tomorrow stay tuned My favorite music on Spotify: https://spoti.fi/32IU1X1 My favorite music on JioSavan: https://jiosaa.vn/27612989 Lets get ...,Ansick,2021-06-14T18:30:09Z
